e1,e2,e3,e4,e5,e6,e7,e8
271.4,208.6,50.5,53.2,49.4,47.3,41.6,61.7
301.8,102,66.9,70.4,92.2,95,108.1,234.8
40.1,46,60.4,76.4,81,73.8,92.8,116.1
345.2,473.6,457.8,166.5,166.8,154.3,172.1,204.1
34.9,80.3,202.1,282,223.6,176.7,135.5,139.9
106.4,109.6,106.8,89.4,85.3,114.7,160.3,220.3
503.4,86.3,79,105.8,181,119.7,165.4,215.2
296.4,393.4,191.5,126.3,84.3,87.8,98.6,94.5
250.8,55,53.3,58.6,59.2,64.7,71.5,65.2
324,99.4,78.5,77.6,84.8,100.7,99.7,69.7
31.9,31.9,50.1,61.6,67.7,62.9,192.9,219.7
520.4,70,64.1,67.8,119.1,91.3,110.4,577.8
159.2,288.6,304.9,386.8,310.5,144.5,104.1,101.6
230.1,198.2,287.2,79.5,65.7,68.7,65,70.3
557.8,544.2,115.1,98.3,267.7,235.3,141.5,117.4
143.6,88.5,98.1,101.8,99.9,93.1,128.9,240.4
254.7,308,111.6,104.9,110,123.6,119.4,110.6
406.3,108.6,113.9,124.1,114.1,121.4,321.5,749.6
309.9,163.1,604.2,49.5,70,73.2,58.4,75
117.3,121.5,143.2,77.1,85.9,157.4,164,135.8
346.2,370.9,58.1,56.4,66.2,68.9,167.3,438.1
375.4,179.4,262.8,326,137.2,80.3,78.8,67.1
432.4,86.2,81.7,82.1,81.4,120.3,148.5,103.9
220.9,35.6,38.8,87.1,70.6,81.8,487.1,227.4
45,35.2,48.5,74.4,108.7,67.7,164.4,211.2
286.6,92.9,102,114.3,133.2,129.4,118.3,501.5
39.8,40.1,40,41.5,41,43.1,83.1,1670.5
478.5,24,30.2,29.2,32.3,28.4,26.7,37.7
485.9,245,115.6,119.5,126.5,121.4,117.8,124.1
72.4,72.5,64.5,85,148.1,136.6,120.4,139.5
121.6,273.7,125.4,29.4,36.4,37.4,51,66.4
44.6,46.6,51.8,51.8,57.3,69.2,111.1,468
88.6,105.6,115.3,120.3,130.9,117.7,137.9,483
342.5,247.2,89.4,98.3,122.9,154.5,146,154.7
26.8,25.6,47.3,93.1,106.5,101.6,109.9,117.6
48,41.9,55.2,77.6,65.7,104.2,311.6,227.1
192.6,288.7,79.3,64.9,70.3,63.4,63.9,68.3
519.1,381.5,36.6,31,37.3,54.7,71.6,65.3
75.9,36.2,32,34.1,41.5,57.7,59.8,56.9
78.3,367.3,33.4,32.6,31.8,43,43.6,39
256.3,46.7,57.4,73.5,72.1,84.8,168.4,609.8
170.1,61,362.7,48.7,55.1,53.4,52.9,51.6
106.1,121.1,104.9,108.3,135.7,146.5,158.7,288.2
195.5,148.8,109.1,156.3,349.9,250,140.3,257
84.8,624.6,19.4,14.5,19.3,23.1,22.7,25.4
508.9,584.6,654.4,172.6,173.6,203.4,238.9,207.6
543.8,356.2,230.7,285.6,218.4,236.7,193.5,167.5
407.5,752.3,671.7,531.3,706.5,582.4,704,611.1
97.9,370.2,144.4,78.7,68.5,72.7,70.3,71.5
302.5,178.8,189.6,333.1,475,342.7,398,545
98.5,157.3,173.1,147.3,174.3,150.6,179.4,155.6
150.9,71.9,90.4,72.1,80.6,92.3,136.8,145.2
226.7,158.7,171.9,173.5,809.8,917.6,887,852.5
373.4,61,100,95.1,130.9,220.4,497.2,412.3
509.2,358,112.4,111.5,122.5,130,135,130.2
267,271.3,86.9,63.3,65.7,794,152.3,241.3
186,236.2,298.7,50.7,49.4,50.4,45.3,51.4
610.1,64.9,91.3,65.7,65.9,382.3,399.5,345
151.2,194.5,295.8,87.1,147.9,127.4,130,122.6
54,82.6,49.8,49.6,60.4,65.6,59.8,60.2
44,39.2,44.5,42.5,43.4,43.3,51.1,70
91,95.7,97,99.5,91.2,68.1,85.4,116.6
208.5,129.2,118.1,134.7,118.8,127.2,374.9,499
409,147.4,213.3,335,281.9,365.1,747.8,908.9
103.3,27.1,30.7,37.2,39.7,42.4,50.9,91
71.8,65.6,86.2,116.2,130.4,193.9,207.7,187.6
310.4,538.6,47.6,54.7,59,66.5,76,96.6
173.5,169.9,180.4,229.5,278.3,209.3,285.5,301.5
326.2,10635.8,132.8,97.6,100.6,105.7,105.7,103.1
758.2,491.9,179.6,177.1,193.9,215.8,187.5,225.9
25.4,42.2,55.8,45,40.9,42.9,47.7,70.4
488.1,164.6,176.9,174.4,152.3,185.1,413.2,511.2
806.1,432,109.2,120.2,100.7,137.5,193.9,182.6
833.5,640.8,207.4,111.8,172.5,180.8,145.8,202.9
93.9,96.7,112.9,143.6,138.5,141.8,218,488.1
54.1,56.9,73.9,83.9,71.4,64.1,114.5,196.3
508.2,512.8,56,64.6,90.3,134.1,177.6,78.1
35.6,34.3,85.9,99,110,114,89.8,54.5
171.8,461.2,55,53.4,55,70.6,137.6,365.5
353.1,351.5,187.3,127.1,143.6,141.4,160.5,167.1
87.1,152.8,83.6,85.5,90.8,92.3,91,96.9
266.8,431.7,778.4,307.3,497.1,578,887.2,1044.1
23.3,27.1,26.4,27.9,37.4,49.7,53.2,48.8
61,59.7,89.6,58.7,63.3,68.6,60.8,60.3
289.6,435.9,92.4,133.9,110.9,41.8,47.3,51.6
201.9,199.2,283.5,73.3,59.9,82.5,64.3,82.8
268.1,44.1,41.9,49.7,61.4,57.7,68,91.2
505.4,651.8,436.5,306.9,306.1,326.6,304.8,311.3
206.1,574.9,88.3,87.4,83.4,110,120.4,125
190.1,211.1,1042.6,309.6,1306.2,671.4,735,1383.5
379.2,112.1,102.7,127.4,139.5,99.1,70.3,96.5
943.6,118.1,116.7,129.7,172.9,184.2,228.6,203.5
162.7,163.6,178,329.9,265.1,372.4,563.6,760.6
358.5,659.7,76.3,82.3,92,83.4,110.5,124.8
56.3,51,51.4,53.9,55.6,61.8,71.1,400.5
10781.7,114.2,91.1,85.5,214.6,140.4,142.8,128.1
10325.3,509.1,323.4,416.7,596.3,838.3,846,918.1
58.4,176.2,46.7,51,63.4,64.8,67.1,123.4
320,176.8,62.4,65.7,92.4,121.4,88.4,108.5
44.5,37.7,40.7,33.2,39.3,70.9,663.1,553.4
49,52.7,48.5,46.5,45,47.2,41.2,41.3
398.2,148.3,124.1,134.8,114,217.4,171.7,134.4
339.7,88.3,87.9,82.3,85.1,103.2,155.1,278.4
831.2,324.2,145.2,142.5,119.2,132.2,408.9,851.2
29.6,22.7,60.9,63,92.1,151.8,92.8,73.5
77.8,76.6,71.5,75.6,95.4,516,637.7,482.7
10088.8,128.2,31.1,25.9,29.4,28.2,31.1,31.6
70.5,127.7,119.8,84.3,133.1,113.9,61.6,72.7
462.9,339.1,337.8,438.5,365.8,162.9,150.6,172.8
596.9,683.2,549,776.9,666.6,566.1,665.8,921.7
521.8,745.4,66.9,67.3,60.4,65.6,79.4,109.1
136.1,57.8,65.4,84.6,82.9,103.7,507.4,1032.2
417.1,122.7,126,121.9,127.4,162.5,301.1,468.4
74.7,89.7,103.8,211.4,245.6,116.7,89.4,79.6
118,147.4,302.8,235.1,109.3,87,113.2,182.8
164.2,138.7,86.1,96.2,725.7,747.5,609.1,235.6
121.3,104.3,127.2,249.4,523.3,126.4,143.8,131
141.2,149.1,196.4,173,318.8,480,602.2,626.7
96.5,89.2,93.4,232.2,102.1,54.2,58.9,60.1
92.7,73.8,91.8,72.4,153,100.9,115.4,118.7
138.1,135.4,135.3,219.2,127.7,128,179,134.7
83.4,87.4,314.7,709.4,668.8,420,327.2,488.3
516.1,591.2,533,207.7,282,191.5,160.8,176.5
125.1,236.9,135.1,541.8,555.9,42,50.8,86.2
117.4,33.4,39.5,319.2,71.8,34.5,44.7,54.1
104.4,77,228.4,80.3,84.9,72.9,56.4,65.6
44.5,48.7,127.1,70.7,103.3,97.9,87.2,68.7
438.4,425.5,361.9,210.3,128.9,193.3,128.2,149.5
221.1,193.9,100.2,107.5,128,159.5,74.6,182.6
347.8,290.3,240.6,259.5,278.8,290.2,502.3,450.7
204.3,178.4,221.7,234.5,262.8,687.6,718.4,620.8
48.8,50,56.9,66.9,137.2,82.4,63.9,62.7
281.9,280.7,136.6,411.2,195.9,188.7,159.6,109.7
179.7,237.6,648.3,709.5,799.1,545.6,449.7,553.4
367.7,227.3,200.4,209.5,277.9,232.8,174.8,220.6
155.2,189.1,178.3,184.9,120.1,87.5,63.6,86.2
584.7,140.1,96.7,106.5,114.1,132.4,163.6,199.9
597.9,440.1,197.8,225,505.8,288.6,510.2,716.8
281.4,247.1,220.6,205.8,226,194.6,213.9,184.1
629.2,535.3,357.6,70.9,79.2,71.1,269.8,684.8
79.5,157.4,81.9,62.7,86.5,71.1,65.2,69.1
124.6,230.6,193.9,130.3,99.6,134.1,204.2,224.8
58.1,56.1,141.3,153.4,119.1,147.5,142.4,161.4
152.3,518.9,308.6,276.5,493.4,541.9,521.1,491.9
304.5,68.4,75.5,102.3,381.1,718.6,936.3,843.6
115.8,111,115.2,120.8,136.6,225.9,347.7,462
93.3,89.5,68.4,118.8,66.6,37.9,53.7,92.7
64,51.2,51.3,47.3,79,35.4,64.3,80.9
116.8,116.9,135.3,159.7,255.2,540.6,576.8,779.4
98.9,92.2,64.5,91.5,128.7,225.5,270.8,268.3
387.5,339.9,587.2,509.5,867.5,884.1,967.6,929.3
351,71.2,54,88.6,102.3,80.9,42,48
208.6,174.5,191.4,208.9,124.3,210.1,360.9,757.6
144.3,115.9,124.7,104.6,307.6,390.5,214.5,219.3
348.1,205.9,322.1,167.5,113.2,112.5,120,127.7
164.7,197.6,318.3,126.3,362.1,314.6,97,103.1
419.2,192.6,378.5,366,200.5,166.4,136.2,115.8
730,109.1,104.4,119,87.8,68.3,61,65.8
98.7,242.8,155,106.2,67.5,65.7,56.3,58.8
219.8,64.3,72.9,79,63.9,48.4,61.2,66.5
80.7,88.6,81.3,137.3,287.4,220.5,257.4,406.3
194.9,130.7,132.4,426.9,275.7,151.2,189.1,200.9
511,100.4,66,126.4,356.4,221.9,152.7,146.4
440.5,145.5,160.7,131.7,156.7,325.8,165,117.1
141,110.3,121.8,143.3,126.8,311.8,327,411.3
604.2,99,68.7,237.1,111.9,304.9,384.2,515.1
66.7,66.3,103.3,323.8,235.2,237.3,59.2,55.7
486.6,81.4,74.5,68.4,103.3,140.9,140.5,115.8
149.8,95.1,158.7,197.1,183.1,160.7,346.7,564.3
553.8,508.3,586.2,622.3,451.6,294.4,154.8,126.3
102.6,63,64.2,397.5,624.3,594.7,585.4,596.7
148.6,123.4,114.8,138,166.5,178.4,128.9,111.6
326.6,377.6,396.2,378.3,618.7,179.9,221.1,643.6
167.9,281,518.6,234.6,348.1,242.3,273.3,484.9
377.4,300.8,179,578.9,214.8,451.6,674.3,1265.5
583.4,626,334.8,100,123.1,112.2,134.9,149.2
52.1,39.6,68,47.8,67.3,100.7,113.5,110.7
95.4,87.1,95,107,86.3,103.4,356.3,576.5
271,192.9,303.1,204.3,534.2,410.7,540.5,1025
91.7,128.3,134.9,190.5,277.4,368.1,99.9,117.2
111.3,81.7,84.6,124,1051.8,158.2,178.1,136.1
116.7,119.1,157.1,425.3,383.2,637.2,748.9,973
191.2,179.5,229.1,211.4,180,456.7,863.2,548.9
527.3,78.7,88.9,105.8,93.7,59.8,97.4,100.2
182,138,138,159.6,143.1,138.6,270.7,416.5
251.2,132.3,189.9,235.6,749.7,632.5,1025.5,1045.5
328.2,177.5,112.1,136.5,92.1,92.3,118,95.1
67.1,70,73.1,74,71,235.7,201.5,228.3
820.6,173.9,285.4,712.7,573.3,675.7,859.6,712.2
462.4,464.9,382,663.3,1088,1101,863.3,743.3
143.5,139.4,108.5,123.3,137.6,443,668.4,954.1
53.2,60.8,483.4,468,762.8,746,847,901.6
344.4,88.6,96.4,82.3,73.4,84.7,135.6,114.9
115.8,143.2,138.3,136.4,137.7,181.2,200.5,182.2
333,134.4,129.5,168.3,123.6,122.2,151.4,389.3
490.5,80,75.1,74.9,81.1,67.6,97.4,107.6
236.3,80.3,83.5,81.1,100.4,121.8,319.8,767.8
170.8,161.1,288,422.8,369.1,264.5,370,566.6
120.1,123.2,122.4,125.3,184.9,309.8,299.6,289.7
115.5,75.1,234.7,105.8,432.6,429.1,420.9,748.8
140.4,212.9,167,194.1,126.9,67.6,76,94.9
132.8,62.8,100.9,160.6,197.5,159.7,123.3,131.4
185,49.8,44.2,77.5,53.5,101.5,72.7,47.8
47.7,50,52.2,58.5,249.6,66.6,51.7,55.2
185.1,152.1,223.6,154.7,204.2,110,96.9,157.2
286.3,174.1,195.4,148.7,130.2,115.5,185.5,191.7
575.9,600.5,169.7,79,112.3,111,116.1,144.9
128,144.3,174.5,154.3,76.5,50.3,46.4,55.1
328.6,431.7,378.1,241.6,199.3,121.2,114.3,124.5
896.4,697.7,212.4,74.8,72.7,84.2,96.3,121.6
385.3,135.1,111.9,206.7,208.7,114,136.6,139.2
208.3,226.6,166.2,185,173.2,190.6,219.5,273.1
229,230.8,219.6,382,637.9,571.4,570.8,487.2
338.2,264.1,156.2,158.7,267.2,435.1,374.3,631.8
487.7,91.5,91.8,110.3,215.5,597.7,1565.3,1556.4
76.1,261.6,165.7,56,66.9,171,226.5,593.1
386.8,269.3,255.7,51.6,104.1,70.3,134.6,368.7
350.1,48.2,77.8,111.3,85.7,80.7,91.5,84.6
56.2,41.4,92,33.3,41.9,34.9,44.6,61
67.2,68.2,92.2,102.5,74.5,103.8,99.8,98.5
443.4,613,665.9,613.6,595.3,668.3,784,596.3
222.9,188.8,211.6,215.7,142.2,136,160.7,161.3
379.8,151.7,162.9,192.2,160.2,224.2,622.1,579.2
547.7,218.7,163.6,157.3,166.8,152,884.5,475.6
123.2,94.2,89,104.1,92.9,108.5,137,474.1
97.6,60.5,59.8,65.3,76.6,290.2,703.4,318.3
474.4,69.6,70,77.7,78.1,194.7,230.6,270.5
254.9,146.1,141.4,139.5,259.3,164.7,80.4,879.4
664.4,324.7,260.4,172.3,132.9,172.6,179.3,238.3
291.9,294.7,282.6,341.9,593.3,888.4,936.6,656.4
400.2,391.6,120.4,119.1,138.1,136.4,128.9,149.6
392.2,356.6,313.5,59.6,65.6,50.7,47.6,397.8
538.5,456.2,317.2,247,94.3,85.3,71.6,83.8
426,96.1,118.9,99.2,108.2,343.9,382.8,442.3
309.2,74,50.7,50.1,61.4,148,316.8,385.6
92.7,332.1,256.6,469.1,88.5,31.1,32.8,34.8
181.1,75.9,73.6,93.8,82.8,99.5,190.6,216.2
83.2,62.1,113.6,493.5,659,1160.8,1424.2,1354
87.2,178.3,31.7,41.4,35.4,39.2,47.5,59.1
375.5,169.8,209.7,156.1,156.5,163.2,177.3,245.4
177.7,480.5,229.7,139.4,114.5,116.2,153.3,178.4
148.9,160.3,270.1,291.9,413.8,193.4,155.4,143.6
10597.6,879.3,77.5,304.3,97.4,94.8,82.9,82.3
373.7,454.2,858.2,793.9,451,244.4,258.3,240.9
340.3,445.2,78,153.1,118.6,101.4,639.4,297.7
81.9,77.3,70.2,106.8,91.8,88.6,99.7,111
43.8,34.3,32.7,68.8,130.5,120.9,250.2,325.3
440.5,157.2,145.8,147.8,180.3,137.7,110.4,109.4
286.7,531.7,174.3,72.6,70.8,141.9,227.5,266.9
301.4,251.5,264.7,99.4,98.5,96.4,79.8,82.1
752.3,442.1,285.9,159.7,166.5,146.7,178.4,257.8
190.8,147.5,114.8,116.3,105.6,133.8,232.9,419.7
404.6,139.1,140.5,149.1,141.6,138,128.5,123.6
652.8,193.7,113.1,152.6,235.6,133.1,98.2,203
67.8,93.6,105.2,92,120.2,156.3,267.3,194
142.3,97.1,100.6,108.1,122.5,169.7,200,233.8
599.1,76.1,122.8,59.5,142.3,189.9,189.7,195.8
10484.3,70.1,68.7,77.3,69.1,66.9,89,151.5
272.4,140.4,179.5,274.5,287.2,270.6,202.7,488.9
168,411.1,135.4,32.5,30.9,35.3,36.3,42.9
442.2,106.4,77.8,198.8,259.4,235.5,650.1,953.4
98.6,368.7,54.8,82.2,39.2,36.9,39.2,41.5
499.5,518.4,126.5,126.9,156.9,144.6,148.4,213.6
58.7,54.6,58.7,51.8,53.8,103.3,548.7,374.4
57.1,56.2,62.8,74.2,96.4,146.5,171.6,183.3
246.4,291.2,292.7,140.6,93.5,88.8,97.4,103.6
612.9,97.2,91.5,93.3,167,150.3,146.4,339.7
97.1,91.4,107.4,352.7,507.2,807,892,820.8
132.5,338.4,420.3,533.4,965.1,825.5,1274.5,994.4
330.6,486.8,337.8,305,178.8,130.4,125.5,124.9
266.2,149.4,147.4,251.3,198.6,225.7,142.1,122.2
464.9,272.6,138.6,96.9,137.3,248,413.8,429.4
296.5,187.4,247.2,836.6,1025.4,1140.9,1189.6,1264.5
140.9,211.9,302.4,233.9,85.1,111,91.8,252
235.4,83.5,100.9,144.6,118.1,106.6,320.3,643.1
484.9,172.2,101.6,97,106.7,108.6,103.4,107.6
652.2,764.4,476.2,322.9,233.9,234.2,375.5,646.8
279.4,451.8,412.8,379.7,272.3,251.2,188.1,345.4
481.7,49.9,45.3,318.6,76.7,52.2,53.5,63.7
434.4,696.9,664.9,281.9,200.5,188.7,199.4,219.6
111.9,143.5,85.8,273.8,288.9,198.9,173.2,125.5
165.9,448.7,572,450.1,77.8,76.7,72,73.4
64.8,65.3,69.7,65.5,75.8,70.5,110.5,467.7
361.1,196.2,294.3,135.7,143.5,140.2,115.8,100.1
522.8,463.2,258.8,347.5,293.8,255.7,272.5,576.2
137.4,35.8,53.2,44.8,120.2,192.1,253.4,675.1
430.8,638.9,491.6,48.8,49.5,59.6,455.8,809.9
230.5,180,77.9,39.5,32.1,24,31.2,42.4
258.3,181.1,247.4,378.4,406.2,300.9,264.5,273.4
173.2,230.6,272.3,87,99,65.7,67.7,106.4
10702.2,557.7,153.4,356.7,275.1,206.8,182.6,175.6
125.4,381.9,353.5,116.8,114.3,124.3,144.6,176.7
112.1,287,440.4,246.9,188.6,120.7,135.1,133
182.5,147.9,125.4,84.9,82.4,82,83.9,104.5
167.4,167.5,142.2,139.2,152.7,168.3,169.9,178.6
426.5,423.5,297.6,273.2,169.6,107.8,111.9,121.5
271.8,449.6,309.3,277.2,264.6,111.3,107.4,335.9
53.7,77,44.2,68.8,35.3,40.2,27.1,33.9
503.1,259.6,380.5,98.6,56.6,62.7,61.9,284.8
662.2,109.5,122.9,117.3,136.4,138.4,134.9,145.5
149.9,60.5,83.3,120.6,112.3,346,610,373.9
183.7,153.2,157.3,181.4,179.9,147.9,238.4,383.2
464.8,370.9,81.4,49.7,49,50.9,50.6,45
204.8,275.6,298.1,86.8,620.8,414.4,235.7,335
867.6,56.9,43.5,232.2,86.7,90.4,90,102.8
10291.4,260,379.1,10444.3,10352.2,513.1,252.4,238.9
140.4,109,338,202.4,77.1,293.1,604.4,672.7
524.7,452.4,522,578.7,561.3,553.9,720,918.7
54.1,93.7,190.8,134,100.5,65.2,83.2,88.8
215.2,48.9,93.7,58.4,79.4,458.7,543,453.9
104.9,109.7,135.7,133.6,187.8,296.2,822.9,967.8
322.2,135.7,119.1,116.2,99.3,102.5,114.3,130.9
504.9,371,41.1,41.2,39.6,45.4,69.4,540
10200.7,356.7,118.5,107.1,99.9,144,148,166.8
280.1,241.1,289.5,61,59.6,88.6,107.8,138.3
201.7,202,208.3,217.4,196.8,195.1,192.5,209.2
365.9,223.1,122.1,86.7,91.4,118.2,744,597.2
449.2,163.6,70.9,76.4,79.1,91.5,134.6,520.7
385.7,346.8,210.4,201.3,136.1,157.2,164.2,182
420.9,419.5,171.2,43.9,45.8,44,44.6,48.1
231.8,261.5,473.1,94.1,73.1,52.8,59.3,114.9
99.1,89.3,53,34.1,35.5,34.2,55.4,71.1
138.3,351.3,305.2,238.5,94.8,105,131.8,155.9
446.3,341,146.2,61.4,65.6,97.6,128.5,118.3
324.3,432.3,251.6,113.9,113.9,112.6,117.2,133.9
484.3,256.6,107.2,89.7,86.5,86.9,116.4,241.8
10077,211.1,41.6,39.2,41.3,39.5,47.9,618.7
436.3,257.2,37.3,38.4,37.9,46.2,57.6,61
255.3,184.1,179.6,45.8,26.9,34.7,32.5,39.7
286.5,359.8,464.9,443.3,424,396.1,349.9,374.3
209,336.8,111,74.7,74.5,75.8,108.5,207.2
10173.1,108.6,109.9,118.9,145.8,174.4,180.2,172.4
350.5,395.6,146.2,128.9,101.5,91.1,86.6,100.8
372.9,141,141.5,46,51.7,53.8,58.9,82.7
194,143.8,57.7,40.5,57.1,61.8,131.7,376.1
88.4,212.8,308,158.3,74.1,85.1,75.2,69.3
128.8,203.1,377.5,38.6,34.8,46.5,46.1,44.1
10175.6,10583.8,232.6,233.4,164.3,166,149.2,137.7
10126.5,10377.2,175.5,146.8,133.1,120.3,103.7,120.8
139.1,213.4,106,123.6,131.8,136.9,123,131
162.5,389.1,99.7,95.6,92.2,115.9,147.4,126.3
74.8,166.8,27.4,30.2,30.4,45.7,495.8,270.7
363,444.6,104.7,134.2,104.5,82.1,84.5,214.3
183.5,163.5,169.8,161,174.6,177.5,325.9,497.4
52.3,62.2,69.2,72.8,85.2,77.6,266.9,163.5
390.3,52.3,81.4,48.1,61.3,96.2,200.5,321
131.9,178.4,176,41.1,38.2,30.7,27.9,35.7
300.2,315.2,266.6,144.2,137.4,140.3,180.5,247.4
62.5,80.7,42.1,141.6,40.2,37.4,38.8,46
74.4,337.5,193.1,166.8,58,44.3,54.4,67.6
75.1,415.4,211.3,118.6,54.3,45.1,45.3,54.4
10121.1,591.6,347.5,360.7,61.7,67.4,80,89.7
62.8,240.4,17.3,16.8,16.2,16.2,17.4,18.6
10328.4,166.1,161.2,124.3,151.2,164.1,156,154
271,264.2,258.8,190.8,29.9,24.7,53.6,181.7
308.5,298.1,215,160.2,225.4,211.4,145.3,161.7
646.9,411.2,235.2,152.9,145,120.3,95.6,91.8
237.2,135,152.5,122.9,141.4,307.3,264.3,184.2
246,121.9,86.1,119.1,90.6,104.4,108.7,106.9
427.9,413.4,230.5,74.7,115.4,132.7,136,487.7
94.8,153,82.3,88.2,88,113.5,148.5,132.9
164.1,52.9,65.4,65.9,240.5,223,122.5,641.8
108.8,97.2,95.4,90,159.9,206.4,361.6,765.7
157.5,107.9,98.2,124.1,104.7,108.1,116.4,103.4
64.2,303.2,277.9,68.4,86.3,73.4,80.6,103.3
379.4,279.5,151.2,126.2,151,122.8,89.1,94.2
175.8,64,67.1,557.3,666.5,929.6,977.2,838.2
484.5,178,48.8,39.7,47.8,47.3,58.5,76.4
519.6,498.8,45.3,43.4,47.6,51.8,65.3,77.9
691.5,394,51,59.4,50.3,31.3,60.9,76.2
299.2,523.9,44.8,46.5,41.8,42.1,47.4,80.2
204.5,359,326,172.3,89.6,86.2,93.2,99.5
10249.9,142.9,84.6,81.2,77.9,72.2,65.8,73.4
117.6,106.6,125.3,101,229.7,187.1,553.4,744.1
127.9,153.3,109.3,116.2,95.6,81.9,79.6,82.5
67.7,90.5,247.7,214.5,214.4,182.1,159.7,189.1
343.5,122.1,119.3,140.9,181.2,301.4,821.5,579.2
374.1,363.5,561.5,89.1,85.8,138,153.2,167.2
596.1,281.4,341.2,149.1,143,167.1,167.2,155.8
320.2,461.4,297.7,230.5,95.2,93.3,93.3,100.6
170.5,161.9,255.2,104.4,120.6,458.6,412.1,257.5
10100.1,105.7,94.8,382.2,389,416.9,540.2,379.4
327.1,349.1,63.8,94.6,98.3,92.8,120.4,138.8
72.5,73.4,65.8,71.8,91.7,354.5,568.2,558.8
234.1,157.7,220.8,162.4,538.6,600.4,618.9,555.1
196.3,130.8,83,75.3,103.8,98.3,109.3,137.2
234.4,265.8,63.3,57.9,68.8,95.5,90.3,103.2
344,150.6,135.6,148.8,141.1,217.3,252.3,270.5
62.3,306.2,23.2,32.9,22.6,25.8,456.1,985
274.2,231.6,149.8,138.2,104.2,72.2,66.7,79.5
151,55,54.6,44.5,42.1,58.9,63.9,93.6
117.9,28.6,29.6,31.7,29.5,34.2,45.8,48.7
10168.5,215.3,346.6,494.2,574.7,508.3,483.4,365.4
117.1,47.1,116.9,121.5,58.8,36.3,27,27.4
367.6,206.2,216.4,185.5,138,103.6,99.9,117.5
10446,10310.9,326.2,131.5,135.5,147.2,142,131.7
201.7,227.9,81.1,81.7,71,71.5,94.2,167
299.2,130.8,136.6,114.3,140.8,188.1,703,214
10497.8,385.3,193.8,202.6,214.2,241.6,307.4,425.9
285.9,60.3,56.9,67,55.2,49.1,60.6,71.5
177.5,255.2,119.9,116.9,110.2,100.8,143.3,475.2
205.1,93.7,96.3,66.4,89,100.7,184.9,135.6
184.4,128,94.4,96.8,98.9,108.6,124.1,224.4
148.8,108.1,96.2,96,133.4,125.2,83,348.7
230.8,225.9,148.7,147.5,135.7,289.2,377.3,540.4
320.3,322,514.8,141.9,111.1,90.3,73.7,93.8
190.2,207.7,354.6,127.9,82.7,126.6,121.3,410.4
242,289.2,519,318.7,87.9,97,88.7,86.9
58.9,76.6,119.1,49.7,46.2,56.6,48.1,56.8
278.3,158.3,98.6,79.5,171.8,156.6,108.2,78
82.2,300.7,156.7,184.4,119.3,116.5,122.6,118.4
10055.7,10081.4,795.5,255.5,55.4,77.1,67,82.4
10261.9,495.6,195.8,206,155.9,202.1,367.3,446.2
10150.2,707,163.6,93.1,108.1,132.7,170.5,184
221.8,116.5,147,116.5,68.4,94.6,125.8,166.7
237.6,158.1,192.7,131.6,127.7,133.6,161.5,173.5
10234.5,434.2,491.7,145.6,158.2,157.3,153.9,173.6
87,78.6,65.4,105.5,137,174.5,292.3,198.8
70.3,66.7,239.3,241.1,288.3,62.6,67.8,63.6
69.6,92.9,205.6,114.1,54.4,53.6,54.5,61.9
184.1,98.3,228.4,46.9,48.7,56.5,45,52.7
271.1,221.1,297.5,162.2,131.9,103.4,105.8,127.7
254.6,121.8,43.5,46.5,39,42,38.7,40.9
109.8,469,81,77.3,81.9,84.5,94.1,387.2
292.8,401.3,106.8,111.4,104.3,113.4,122.3,154.4
130.2,138.5,136.4,146.7,140.1,139.7,160.5,206.6
93.1,56.8,38.4,41.9,35.9,58.7,139.2,472.3
183.2,206.8,217,85.7,81.8,113.7,111.3,201.2
234.4,245.7,152.6,121,118.3,127,196.1,437
232.8,71.5,61.2,63.1,50.6,53.4,47,57.5
10086.9,129.3,69.7,63.3,69.6,121.9,163.2,153
38.7,40.2,33.2,31.2,66.9,557.6,780.9,867.1
134.6,44.8,38.5,38.8,56.6,153.1,373.2,401.2
120.1,132.7,231.8,104.6,81.8,123.3,187,259.9
121.9,35.2,40.1,37.6,37.4,32.3,51.1,64.4
120.5,397.1,190.9,158.8,144.3,161.3,139.2,139.4
10206.6,43.4,45.3,56,47.1,33.1,27.1,23.5
233.7,263.7,362.5,529.1,840.9,855.5,777.8,814.3
10206.2,10222.2,363.1,419.6,130.8,117.2,137.2,139.8
167.7,190.4,340.5,369.1,131.7,116.2,130.7,143.8
149.1,244.9,326.1,153.6,136.2,149.8,160.2,113.8
104.4,120.5,187.8,79.7,82.3,74.1,75.3,225.3
10143.7,341,117.2,107.4,169.4,495.2,500.8,1245.3
220.9,617.3,225.2,118.6,248.5,85.5,609.4,832
160.5,186.6,644.4,151.3,166.1,154.3,132,129.8
210.2,304.6,152.7,58.9,76.5,106.4,168.7,132.6
289,114.7,115.7,126.8,112.8,102,435.5,705
62.5,75.1,71.1,64.5,87.3,258.6,136.6,91.3
10531.9,366.7,272.4,262.9,313.1,276,239.1,494.4
112,153.9,351.8,194.1,174.8,155.4,255.7,259
196.5,35,51.3,65.6,707.9,569.5,398.3,628.5
131.1,460,164.5,202.2,143.4,271,309.9,330.1
186.2,187.7,171.5,70.9,61.1,72.1,76.2,79.3
374,275.1,44.3,28.5,26.9,26.8,33.9,53.4
386.3,264.1,221.1,124.9,122.3,150.3,237.2,357.4
10110,10178.4,64.7,76,80.3,77,141.5,91.5
