file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
3737P3737_mono,17.8427,18.9952,37,-45.974159307065214,,,10.942828578347672
3737P3737_mono,19.0451,22.2425,37,-47.376284790039065,,,11.511732026604797
3737P3737_mono,22.5172,23.0543,37,-50.468655056423614,,,6.998743992750537
3737P3737_mono,23.4789,24.8278,37,-49.84228877314815,,,10.917030842250396
3737P3737_mono,25.3426,26.9303,37,-47.544273904284594,,,7.934458612250114
3737P3737_mono,26.9303,29.2344,37,-48.51686480978261,,,7.297328917884748
3737P3737_mono,29.7033,31.0566,37,-46.92744864004629,,,10.857480325697306
3737P3737_mono,31.5497,34.0561,37,-47.40234764068725,,,11.970818825981041
3737P3737_mono,34.4172,36.594,37,-49.77736614822248,,,7.907307974972953
3737P3737_mono,36.594,38.0837,37,-49.57219025272651,,,8.975474084934689
3737P3737_mono,38.8771,40.473,37,-47.060540771484376,,,10.016538524197738
3737P3737_mono,40.473,41.8168,37,-45.2480906016791,,,9.960059661252615
3737P3737_mono,42.2055,43.6689,37,-42.52000280928938,,,5.113047612959415
3737P3737_mono,44.0585,45.9678,37,-48.325041925719894,,,8.434422713814891
3737P3737_mono,46.1234,48.072,37,-48.251627604166664,,,9.862567880104516
3737P3737_mono,48.6831,51.6992,37,-48.97021161009934,,,11.621644325956929
3737P3737_mono,52.0909,53.3507,37,-49.335371713789684,,,10.441456146209717
3737P3737_mono,53.7694,57.0529,37,-45.65917373285061,,,9.764945799123607
3737P3737_mono,57.5131,60.2224,37,-48.27615818150369,,,10.197544070205954
3737P3737_mono,60.9526,62.1545,37,-47.362589518229164,,,10.415433629374592
3737P3737_mono,62.1853,63.3101,37,-47.15254865373884,,,9.223152409953116
3737P3737_mono,63.3564,66.2812,37,-47.14926022046233,,,10.035795353692937
3737P3737_mono,66.952,67.745,37,-45.853107693829116,,,10.265301750500743
3737P3737_mono,68.0378,68.2148,37,-54.042199028862846,,,9.05923352972103
3737P3737_mono,68.3866,69.0168,37,-53.158032614087304,,,8.8433905903534
3737P3737_mono,69.3701,70.2085,37,-49.49462890625,,,7.9482671746553235
4HZ823KRH_mono,2.0662,3.0496,phrase,-49.28956074617347,,,10.312704212673145
4HZ823KRH_mono,4.9111,7.5277,phrase,-52.952651628101144,,,15.376552808633878
4HZ823KRH_mono,8.5287,9.4243,phrase,-52.420887586805556,,,13.183265584743417
4HZ823KRH_mono,10.2146,11.8829,phrase,-53.24449148577844,,,20.885460034738834
4HZ823KRH_mono,11.8829,13.5336,phrase,-54.17241358901515,,,13.683998117155006
4HZ823KRH_mono,13.9024,14.5873,phrase,-54.72378719554228,,,15.073714095135914
