file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
PR,16.0251,16.7733,Meow,-46.653955078125,,,13.827276926725393
PR,16.938,17.8351,Meow,-50.334988064236114,,,17.562956840711813
PR,17.9357,18.8415,Meow,-45.30286851820055,,,16.62247829727061
PR,19.0996,21.1562,Meow,-47.13358521692961,,,19.816017141809994
PR,21.7039,23.3229,Meow,-48.7509464216821,,,14.7949576914583
PR,23.3229,25.4451,Meow,-47.298086490271224,,,17.20876932117993
PR,25.5471,27.1793,Meow,-50.019243673312886,,,14.941970583905093
PR,27.8301,30.0092,Meow,-49.398128404529814,,,24.570061994024346
PR,30.5562,31.02,Meow,-42.06931470788044,,,9.38131060492194
PR,31.0546,33.7544,Meow,-52.72156394675926,,,21.098037285065388
PR,34.2477,35.381,Meow,-48.507125449391594,,,21.381873090369716
PR,35.4732,38.2387,Meow,-50.334051359431406,,,11.494292547710819
PR,38.7914,40.5986,Meow,-52.590841893991715,,,23.599730422771025
PR,40.7083,42.5111,Meow,-49.951611328125,,,13.1847271129403
PR,42.9543,44.8314,Meow,-50.21588784075798,,,18.308097290957942
PR,45.1421,47.2993,Meow,-49.2552806712963,,,16.35988422462568
BO,0.069,2.928,BO,-47.02931394777098,,,13.192707704189695
BO,3.2512,3.9473,BO,-49.14080287388393,,,27.269465664525814
BO,4.5688,6.1102,BO,-51.373351258116884,,,20.577617371429163
BO,6.5701,8.82,BO,-48.55578559027778,,,15.562426761462005
BO,9.6051,11.3329,BO,-46.865448880057805,,,13.42967290767079
BO,11.3329,13.7692,BO,-47.82892546106557,,,15.827480629308909
BO,14.5054,17.3644,BO,-47.53034514313811,,,24.19516889900699
BO,17.7095,18.5921,BO,-44.80792513760653,,,26.199845597839275
BO,19.226,21.1776,BO,-46.16287560096154,,,16.88312784659874
BO,21.3753,23.2399,BO,-47.853736139112904,,,20.187418591911612
BO,24.1248,26.2753,BO,-45.8962527252907,,,18.895320896392704
BO,26.5356,27.5798,BO,-45.35645000751202,,,13.57109126984205
BO,28.1445,29.7356,BO,-45.568770882468556,,,15.542980311489975
BO,29.8724,31.5256,BO,-46.24714725378788,,,18.125243517412695
BO,32.6103,34.8602,BO,-46.50568576388889,,,26.16272030012025
BO,35.1931,36.1751,BO,-49.29625219228316,,,22.25305218394417
